,Experiment number,M,N,Epsilon,Integrator,E1,E2,Training Loss
240,3.0,2.0,1500.0,0.1,0.0,0.0008273555152844,0.0314250700445683,0.0001552596385479
241,3.0,2.0,1500.0,0.1,1.0,0.0007590141122623,0.0344393066406143,0.0001619930342293
242,3.0,2.0,1500.0,0.1,2.0,0.0009789321285188,0.0415688120871199,0.0001711819626435
243,3.0,2.0,1500.0,0.1,3.0,0.0007758168514255,0.0373176368222987,0.0001627071528066
244,3.0,2.0,1500.0,0.01,0.0,1.71595103013543e-05,0.0074924579320841,1.743136957089303e-06
245,3.0,2.0,1500.0,0.01,1.0,8.010619254859216e-06,0.0054823985066009,1.6073909471349537e-06
246,3.0,2.0,1500.0,0.01,2.0,3.2558567405515146e-05,0.0129207841022502,2.836153603725313e-06
247,3.0,2.0,1500.0,0.01,3.0,2.5178679723879774e-05,0.0108585336750784,1.928000222721643e-06
248,3.0,2.0,1500.0,0.001,0.0,1.9561967158470165e-07,0.0007092727353098,1.731510383779349e-08
249,3.0,2.0,1500.0,0.001,1.0,1.0264378696388025e-07,0.0005396159328863,1.6541647670450186e-08
250,3.0,2.0,1500.0,0.001,2.0,3.941040016280352e-05,0.0152251352413029,8.153170283563357e-07
251,3.0,2.0,1500.0,0.001,3.0,1.5665064734191552e-05,0.0084115361153403,2.245625192700749e-07
252,3.0,2.0,1500.0,0.0,0.0,3.1879966609444924e-08,0.0001437287663236,5.3688325583903744e-11
253,3.0,2.0,1500.0,0.0,1.0,3.5800545762396655e-08,0.0001253669905213,5.026369100077381e-11
254,3.0,2.0,1500.0,0.0,2.0,2.6477052005186792e-05,0.0111774819399613,1.1281670921186364e-06
255,3.0,2.0,1500.0,0.0,3.0,1.9247023958317315e-05,0.0099111447552251,2.028112713324257e-07
256,4.0,2.0,50.0,0.1,0.0,0.0188468733058984,0.1386008613266198,0.0001488216705355
257,4.0,2.0,50.0,0.1,1.0,0.0188447406889261,0.138582308240118,0.0001488225862733
258,4.0,2.0,50.0,0.1,2.0,0.010112216030286,0.1129830325409042,0.0001542334164959
259,4.0,2.0,50.0,0.1,3.0,0.0115609009161135,0.1235054788917258,0.0001520842360553
260,4.0,2.0,50.0,0.01,0.0,5.154814296745027e-05,0.010798734445935,1.6139110163730272e-06
261,4.0,2.0,50.0,0.01,1.0,5.155265600039469e-05,0.0107985073938697,1.6138795482311865e-06
262,4.0,2.0,50.0,0.01,2.0,9.293806111076894e-05,0.0172471784785908,2.510798290319916e-06
263,4.0,2.0,50.0,0.01,3.0,7.10704413288669e-05,0.0151271820925743,1.819407711861713e-06
264,4.0,2.0,50.0,0.001,0.0,0.0029122790521834,0.0336786796117338,3.2509523583540776e-06
265,4.0,2.0,50.0,0.001,1.0,0.0029335573194982,0.0337746669910312,3.2746466503831905e-06
266,4.0,2.0,50.0,0.001,2.0,0.0030211462604099,0.038500952348658,4.436849029619804e-06
267,4.0,2.0,50.0,0.001,3.0,0.0030072282297721,0.0349543479896432,3.472227299247276e-06
268,4.0,2.0,50.0,0.0,0.0,2.297098516709373e-05,0.0049397119092804,1.7486592132605376e-08
269,4.0,2.0,50.0,0.0,1.0,2.297061733875362e-05,0.0049394855288427,1.748619165877368e-08
270,4.0,2.0,50.0,0.0,2.0,7.635194991524591e-05,0.01953848617295,8.790562266153455e-07
271,4.0,2.0,50.0,0.0,3.0,4.584514176409707e-05,0.0133170489872384,2.1943340402983482e-07
272,4.0,2.0,500.0,0.1,0.0,0.0014930100815887,0.0393426037881193,0.0001676729460505
273,4.0,2.0,500.0,0.1,1.0,0.0018451069332972,0.0450987373562903,0.0001542548745786
274,4.0,2.0,500.0,0.1,2.0,0.0018579501656798,0.0421569427005107,0.0001638447924704
275,4.0,2.0,500.0,0.1,3.0,0.0012455953646223,0.0349451785538542,0.0001714606961817
276,4.0,2.0,500.0,0.01,0.0,1.2925461567229242e-05,0.0058971616325924,1.7862686639191691e-06
277,4.0,2.0,500.0,0.01,1.0,1.162231393615067e-05,0.0037825612561034,1.6941403239059943e-06
278,4.0,2.0,500.0,0.01,2.0,2.7538063914244675e-05,0.0075081227956466,2.6539813199414407e-06
279,4.0,2.0,500.0,0.01,3.0,2.1096961784174085e-05,0.0073922774540806,1.849855117713464e-06
280,4.0,2.0,500.0,0.001,0.0,8.31996519357815e-07,0.0016432267123875,1.7987597182026906e-08
281,4.0,2.0,500.0,0.001,1.0,4.489054296062071e-07,0.0009016881935624,1.7281292251206353e-08
282,4.0,2.0,500.0,0.001,2.0,2.3244605916804127e-05,0.0094471710613058,8.315679352205901e-07
283,4.0,2.0,500.0,0.001,3.0,1.8233305720925497e-05,0.0083881546544545,2.566676827581484e-07
284,4.0,2.0,500.0,0.0,0.0,1.2795824423131353e-07,0.0002995586802496,2.3978090768049617e-10
285,4.0,2.0,500.0,0.0,1.0,1.059496328157969e-07,0.0002482897117355,2.0554629323575503e-10
286,4.0,2.0,500.0,0.0,2.0,1.7413402664253463e-05,0.0095813071287401,9.87508319244614e-07
287,4.0,2.0,500.0,0.0,3.0,1.2897940352450587e-05,0.0087653157011927,2.160964836748559e-07
288,4.0,2.0,1000.0,0.1,0.0,0.000718149947785,0.0242305971193204,0.0001694349211153
289,4.0,2.0,1000.0,0.1,1.0,0.0007186601629715,0.0246311631824288,0.0001714140293257
290,4.0,2.0,1000.0,0.1,2.0,0.0008550589452948,0.0254691215729585,0.0001670671632655
291,4.0,2.0,1000.0,0.1,3.0,0.0007562875349091,0.0247904027513621,0.0001527187135335
292,4.0,2.0,1000.0,0.01,0.0,1.6112033386521003e-05,0.0083118698726588,1.6235530170754174e-06
293,4.0,2.0,1000.0,0.01,1.0,2.354007822742777e-05,0.0106968933733292,1.7343930248033266e-06
294,4.0,2.0,1000.0,0.01,2.0,1.793424599181501e-05,0.0101260281435821,2.549359994043118e-06
295,4.0,2.0,1000.0,0.01,3.0,5.735774829063833e-06,0.004675717845041,1.9089575338878047e-06
296,4.0,2.0,1000.0,0.001,0.0,1.4697191189494848e-07,0.0005362649209203,1.779390861299298e-08
297,4.0,2.0,1000.0,0.001,1.0,1.8478241608978744e-07,0.0007275140299489,1.8303421172799245e-08
298,4.0,2.0,1000.0,0.001,2.0,1.7460261242759862e-05,0.0089723434845582,8.297422155353909e-07
299,4.0,2.0,1000.0,0.001,3.0,1.52172227043385e-05,0.0092561569218647,2.243166341794571e-07
300,4.0,2.0,1000.0,0.0,0.0,4.830704208300334e-08,0.0001414504879508,8.589356175497401e-11
301,4.0,2.0,1000.0,0.0,1.0,5.29915359244936e-08,0.0001519446871917,7.566319543609729e-11
302,4.0,2.0,1000.0,0.0,2.0,1.3626821673497828e-05,0.0081653355671684,1.0680110694833822e-06
303,4.0,2.0,1000.0,0.0,3.0,1.6748486344130065e-05,0.0095820750676436,2.178570644761997e-07
304,4.0,2.0,1500.0,0.1,0.0,0.0004001330568754,0.0238059414064478,0.0001797781489256
305,4.0,2.0,1500.0,0.1,1.0,0.0003276682514067,0.0203537904962808,0.0001674588351471
306,4.0,2.0,1500.0,0.1,2.0,0.0006311946928787,0.0444744149167146,0.0001722737128186
307,4.0,2.0,1500.0,0.1,3.0,0.0004916317228192,0.0416848873489049,0.0001803740707273
308,4.0,2.0,1500.0,0.01,0.0,5.348487678738606e-06,0.0034447579705111,1.6951714456660565e-06
309,4.0,2.0,1500.0,0.01,1.0,1.789384750922324e-05,0.007902508225318,1.718909481787776e-06
310,4.0,2.0,1500.0,0.01,2.0,3.801759181822186e-05,0.0128273300135443,2.500688311877971e-06
311,4.0,2.0,1500.0,0.01,3.0,3.805485124187005e-05,0.0131151522321694,1.8101769322531769e-06
312,4.0,2.0,1500.0,0.001,0.0,1.2451788136885354e-07,0.0007164531089356,1.67824905536241e-08
313,4.0,2.0,1500.0,0.001,1.0,7.396070245477302e-08,0.0005367952760105,1.702573985830271e-08
314,4.0,2.0,1500.0,0.001,2.0,1.5442583569023006e-05,0.0090352296317527,1.0225943903740522e-06
315,4.0,2.0,1500.0,0.001,3.0,1.8143018556925625e-05,0.0094191550045869,2.362682565622364e-07
316,4.0,2.0,1500.0,0.0,0.0,4.198078735985456e-08,0.0001341127734968,6.63541827001576e-11
317,4.0,2.0,1500.0,0.0,1.0,3.0219839557342114e-08,0.0001267977726292,5.39267502778701e-11
318,4.0,2.0,1500.0,0.0,2.0,3.583421308518032e-05,0.0116509805292858,7.60127042772007e-07
319,4.0,2.0,1500.0,0.0,3.0,1.8839680938646483e-05,0.0094415263172237,2.1701742266169402e-07
320,0.0,3.0,50.0,0.1,0.0,0.0108697677567549,0.1257107613681907,0.0001695401480444
321,0.0,3.0,50.0,0.1,1.0,0.010869672599403,0.1257101861633039,0.0001695401677641
322,0.0,3.0,50.0,0.1,2.0,0.0107307544441473,0.1276506053103398,0.0001701204009567
323,0.0,3.0,50.0,0.1,3.0,0.0108182666710915,0.1257651290413206,0.0001699390863059
324,0.0,3.0,50.0,0.01,0.0,0.000266177787289,0.0139195334199295,1.627937331350165e-06
325,0.0,3.0,50.0,0.01,1.0,0.0002661793231499,0.0139194977851527,1.6279367356229873e-06
326,0.0,3.0,50.0,0.01,2.0,0.0002423548642232,0.0145194869352753,1.7172198391750003e-06
327,0.0,3.0,50.0,0.01,3.0,0.000235712517888,0.0138432963329627,1.6464114552154987e-06
328,0.0,3.0,50.0,0.001,0.0,9.25293005132332e-06,0.0040651857900219,2.2300085634048893e-08
329,0.0,3.0,50.0,0.001,1.0,9.252930247613148e-06,0.0040651435479119,2.2300119827719643e-08
330,0.0,3.0,50.0,0.001,2.0,1.167514827221768e-05,0.0047853078644063,1.542358189887206e-07
331,0.0,3.0,50.0,0.001,3.0,9.322089430367549e-06,0.0035100194364312,5.532538838904301e-08
332,0.0,3.0,50.0,0.0,0.0,8.93665089010828e-05,0.0050694354795253,4.603234522861898e-08
333,0.0,3.0,50.0,0.0,1.0,8.936858619426032e-05,0.0050694925087852,4.603287226134912e-08
334,0.0,3.0,50.0,0.0,2.0,0.00010341510127,0.0071137027538893,1.608562690650636e-07
335,0.0,3.0,50.0,0.0,3.0,9.141738287200044e-05,0.0076772130186398,7.721191035067763e-08
336,0.0,3.0,500.0,0.1,0.0,0.0007938298130877,0.0247831946555788,0.0001660781852546
337,0.0,3.0,500.0,0.1,1.0,0.0010948468361004,0.0309033085524911,0.00016657163418
338,0.0,3.0,500.0,0.1,2.0,0.0009430452997222,0.0297464409495385,0.0001666384198934
339,0.0,3.0,500.0,0.1,3.0,0.0009462528478703,0.0258853193200036,0.0001610714751983
340,0.0,3.0,500.0,0.01,0.0,1.273969041014068e-05,0.0049314258637763,1.6775411704090806e-06
341,0.0,3.0,500.0,0.01,1.0,7.808097018520148e-06,0.0030608962995068,1.690839392111938e-06
342,0.0,3.0,500.0,0.01,2.0,2.044522241384637e-05,0.0072763546911468,1.738434137729827e-06
343,0.0,3.0,500.0,0.01,3.0,1.5825426385134162e-05,0.0075197090875617,1.724857272054647e-06
344,0.0,3.0,500.0,0.001,0.0,8.471670739221399e-05,0.0047366999304241,5.9134927256745314e-08
345,0.0,3.0,500.0,0.001,1.0,8.80313927757148e-05,0.0048826135639256,5.071479697818144e-08
346,0.0,3.0,500.0,0.001,2.0,0.0001655104064547,0.0067280640124746,1.6753878821001938e-07
347,0.0,3.0,500.0,0.001,3.0,0.0001105092316225,0.0057649031416226,9.205682569743016e-08
348,0.0,3.0,500.0,0.0,0.0,1.0974198632872185e-07,0.0002656667305496,1.4591372980396058e-10
349,0.0,3.0,500.0,0.0,1.0,8.217856947973604e-08,0.0002405720932102,1.015597372339788e-10
350,0.0,3.0,500.0,0.0,2.0,6.293570364397429e-06,0.0052667431786476,1.2841505763377377e-07
351,0.0,3.0,500.0,0.0,3.0,3.529445562198488e-06,0.0043244344730031,3.4218237332431615e-08
352,0.0,3.0,1000.0,0.1,0.0,0.0006612063481312,0.0259984883250876,0.0001675004379371
353,0.0,3.0,1000.0,0.1,1.0,0.0008194904048568,0.0374243861188638,0.0001637926335424
354,0.0,3.0,1000.0,0.1,2.0,0.0006492776466023,0.0246381971714802,0.0001653495862162
355,0.0,3.0,1000.0,0.1,3.0,0.0009685677329535,0.0460288059016769,0.0001625711503489
356,0.0,3.0,1000.0,0.01,0.0,1.0767704097348803e-05,0.0048411048468117,1.6190214497813776e-06
357,0.0,3.0,1000.0,0.01,1.0,6.414970428043241e-06,0.0047830041193877,1.5683757437729642e-06
358,0.0,3.0,1000.0,0.01,2.0,1.173765440772938e-05,0.0060435284128645,1.8623095110522893e-06
359,0.0,3.0,1000.0,0.01,3.0,2.197707524076013e-05,0.0073851364323516,1.693118718589116e-06
360,0.0,3.0,1000.0,0.001,0.0,1.7694627236550645e-07,0.0007406569317102,1.7129443406798994e-08
361,0.0,3.0,1000.0,0.001,1.0,5.061260985856572e-07,0.0014299937548674,1.6372779852067714e-08
362,0.0,3.0,1000.0,0.001,2.0,4.780869687535177e-06,0.0045861021210738,1.438199549548957e-07
363,0.0,3.0,1000.0,0.001,3.0,6.153599869059824e-06,0.0049773622872662,4.74602488614864e-08
364,0.0,3.0,1000.0,0.0,0.0,4.766386320919088e-08,0.000199422107631,5.245960812248564e-11
365,0.0,3.0,1000.0,0.0,1.0,6.068892998339084e-08,0.0002054534789751,8.813811100536514e-11
366,0.0,3.0,1000.0,0.0,2.0,7.260837019422858e-06,0.0053044558479207,1.4105737646807105e-07
367,0.0,3.0,1000.0,0.0,3.0,4.707805881790155e-06,0.0046349133123022,3.346642689530423e-08
368,0.0,3.0,1500.0,0.1,0.0,0.0003908048453847,0.0298637867158981,0.0001680771311633
369,0.0,3.0,1500.0,0.1,1.0,0.0003034490401357,0.0286339356044258,0.0001683015221835
370,0.0,3.0,1500.0,0.1,2.0,0.0003348883334927,0.0318165133735715,0.000170806724974
371,0.0,3.0,1500.0,0.1,3.0,0.000279907361975,0.0320060830463434,0.0001664058793423
372,0.0,3.0,1500.0,0.01,0.0,4.033105907515932e-06,0.0028733499847852,1.7075951217684346e-06
373,0.0,3.0,1500.0,0.01,1.0,3.111917671104414e-06,0.0021449889715106,1.6232092873031066e-06
374,0.0,3.0,1500.0,0.01,2.0,9.865229666378373e-06,0.0065117423802824,1.794497711896835e-06
375,0.0,3.0,1500.0,0.01,3.0,1.9849314025474528e-05,0.0104794430729453,1.6850815943652996e-06
376,0.0,3.0,1500.0,0.001,0.0,2.515795145438634e-07,0.000967117503956,1.6341749398763406e-08
377,0.0,3.0,1500.0,0.001,1.0,3.522971119076575e-07,0.0012642927348994,1.6594452603205356e-08
378,0.0,3.0,1500.0,0.001,2.0,3.196162584158914e-06,0.0033968587290855,1.496928328704611e-07
379,0.0,3.0,1500.0,0.001,3.0,3.668931248795949e-06,0.0035476700185213,5.0037325784555474e-08
380,0.0,3.0,1500.0,0.0,0.0,1.844597422563839e-08,0.0001444615996175,1.4130809914737838e-11
381,0.0,3.0,1500.0,0.0,1.0,3.8993426752611935e-08,0.0001256661070346,1.374297269697933e-11
382,0.0,3.0,1500.0,0.0,2.0,7.2250027841991936e-06,0.0064034532488358,1.485346759490385e-07
383,0.0,3.0,1500.0,0.0,3.0,3.720626531931967e-06,0.0039998009223079,3.40283538554784e-08
384,1.0,3.0,50.0,0.1,0.0,0.008441457002975,0.1459537788370457,0.0001521747819062
385,1.0,3.0,50.0,0.1,1.0,0.0084414010336445,0.1459535724568584,0.0001521747812281
386,1.0,3.0,50.0,0.1,2.0,0.0080377004724502,0.1397376465509264,0.0001526648004913
387,1.0,3.0,50.0,0.1,3.0,0.0083526795662958,0.1413329294420032,0.0001521483797013
388,1.0,3.0,50.0,0.01,0.0,5.868970687210779e-05,0.0121350713268534,1.635432854695328e-06
389,1.0,3.0,50.0,0.01,1.0,5.869048055428743e-05,0.0121350313114476,1.6354327589427655e-06
390,1.0,3.0,50.0,0.01,2.0,7.400160553337964e-05,0.0125583370484116,1.6941491258169417e-06
391,1.0,3.0,50.0,0.01,3.0,5.542438119159666e-05,0.0099801171891938,1.643249780679885e-06
392,1.0,3.0,50.0,0.001,0.0,2.064005461397436e-05,0.0026639225401313,2.4162030431804983e-08
393,1.0,3.0,50.0,0.001,1.0,2.064228172458993e-05,0.0026640510538141,2.4162461690378835e-08
394,1.0,3.0,50.0,0.001,2.0,3.8505788715842574e-05,0.007630930819899,1.481272373730756e-07
395,1.0,3.0,50.0,0.001,3.0,2.35980613109541e-05,0.0049445185876861,5.70211005160296e-08
396,1.0,3.0,50.0,0.0,0.0,7.79428149596056e-06,0.0029652534561193,5.574790894526872e-09
397,1.0,3.0,50.0,0.0,1.0,7.79416638709719e-06,0.0029652427066503,5.574784101589212e-09
398,1.0,3.0,50.0,0.0,2.0,1.5204412748791334e-05,0.0041116482114559,1.2102632559784269e-07
399,1.0,3.0,50.0,0.0,3.0,5.428555106807446e-06,0.00263965819912,3.666650452464299e-08
400,1.0,3.0,500.0,0.1,0.0,0.0019268422752689,0.0401085379202003,0.0001626147942454
401,1.0,3.0,500.0,0.1,1.0,0.0023117137264165,0.0418613473979046,0.0001656974687868
402,1.0,3.0,500.0,0.1,2.0,0.0025404000195672,0.0429148882941584,0.0001665134559527
403,1.0,3.0,500.0,0.1,3.0,0.0017092962334738,0.0465033581372756,0.0001661587158914
404,1.0,3.0,500.0,0.01,0.0,6.292745558259877e-06,0.0030859461963328,1.5815852274674128e-06
405,1.0,3.0,500.0,0.01,1.0,6.7179281269099e-06,0.0030312008206777,1.593569072521288e-06
406,1.0,3.0,500.0,0.01,2.0,1.1207054594514217e-05,0.0041746449183734,1.803770360193043e-06
407,1.0,3.0,500.0,0.01,3.0,8.904792501845523e-06,0.0042084742811376,1.7414459138807766e-06
408,1.0,3.0,500.0,0.001,0.0,2.78891696117735e-07,0.0009679518757847,1.7294656974473938e-08
409,1.0,3.0,500.0,0.001,1.0,5.014876796711922e-07,0.0015343663412789,1.660522862906903e-08
410,1.0,3.0,500.0,0.001,2.0,7.188232542521516e-06,0.0055283561003233,1.4200570555032704e-07
411,1.0,3.0,500.0,0.001,3.0,4.4322760942160194e-06,0.0045007139234063,5.4874567310079344e-08
412,1.0,3.0,500.0,0.0,0.0,1.297075326486798e-07,0.0002592753339709,1.6463962914749046e-10
413,1.0,3.0,500.0,0.0,1.0,1.515963071057881e-07,0.0003885045708335,1.5078277298050406e-10
414,1.0,3.0,500.0,0.0,2.0,5.653069860458704e-06,0.0054118738714579,1.4482629695463082e-07
415,1.0,3.0,500.0,0.0,3.0,3.74460362149372e-06,0.0042706601930714,3.0438967673224776e-08
416,1.0,3.0,1000.0,0.1,0.0,0.0006191591300608,0.0270843447564789,0.0001653971263112
417,1.0,3.0,1000.0,0.1,1.0,0.0006738326773072,0.0215317820576441,0.0001658938766133
418,1.0,3.0,1000.0,0.1,2.0,0.0004229581007334,0.0195680419163662,0.0001721943098463
419,1.0,3.0,1000.0,0.1,3.0,0.0006108008132029,0.0270756884347028,0.0001732222483262
420,1.0,3.0,1000.0,0.01,0.0,1.0537423100285389e-05,0.0070759451210958,1.6595846043819674e-06
421,1.0,3.0,1000.0,0.01,1.0,1.5089335699963412e-05,0.008258191376411,1.7675898354634906e-06
422,1.0,3.0,1000.0,0.01,2.0,1.8676136436791016e-05,0.0107155377305831,1.886607348153791e-06
423,1.0,3.0,1000.0,0.01,3.0,7.23930429009539e-06,0.0055346547777065,1.7237997253305818e-06
424,1.0,3.0,1000.0,0.001,0.0,1.3410969655592446e-07,0.0004129819486904,1.657415218402196e-08
425,1.0,3.0,1000.0,0.001,1.0,2.3987773397847736e-07,0.0010213556396831,1.7231722109633508e-08
426,1.0,3.0,1000.0,0.001,2.0,8.998080585120915e-06,0.0067402539818932,1.667282467537471e-07
427,1.0,3.0,1000.0,0.001,3.0,4.937612944361844e-06,0.0048390161324136,5.188651937763223e-08
428,1.0,3.0,1000.0,0.0,0.0,3.957588380468928e-08,0.0001833219753474,4.263075775180357e-11
429,1.0,3.0,1000.0,0.0,1.0,2.9328708445751992e-08,0.0001607222005274,3.3135649004283507e-11
430,1.0,3.0,1000.0,0.0,2.0,8.564632688021273e-06,0.0061350963234686,1.3214236890807266e-07
431,1.0,3.0,1000.0,0.0,3.0,4.218821817915386e-06,0.0044477642750271,3.24937239030705e-08
432,1.0,3.0,1500.0,0.1,0.0,0.0003471602963285,0.0231552014462681,0.0001637753619301
433,1.0,3.0,1500.0,0.1,1.0,0.0002946094128727,0.021822385020302,0.0001632664988386
434,1.0,3.0,1500.0,0.1,2.0,0.0002990450531427,0.0211173480035381,0.0001642402210577
435,1.0,3.0,1500.0,0.1,3.0,0.0002937033975096,0.0180697088543029,0.0001783862268729
436,1.0,3.0,1500.0,0.01,0.0,0.0019271712591764,0.0265455195346597,2.925898196913918e-06
437,1.0,3.0,1500.0,0.01,1.0,0.0016125395604924,0.0250469359804511,2.5508379321015243e-06
438,1.0,3.0,1500.0,0.01,2.0,0.0253067573714216,0.1049169057008318,1.848650594306406e-05
439,1.0,3.0,1500.0,0.01,3.0,0.0021541165563301,0.0285095525068652,3.0726549693956786e-06
440,1.0,3.0,1500.0,0.001,0.0,8.357335392386557e-08,0.0003306525269585,1.6218171795718455e-08
441,1.0,3.0,1500.0,0.001,1.0,6.018241831746433e-08,0.0003845112920894,1.5928982753828592e-08
442,1.0,3.0,1500.0,0.001,2.0,7.324222134380899e-06,0.0044583954475171,1.4131157855059798e-07
443,1.0,3.0,1500.0,0.001,3.0,5.780039176453225e-06,0.0045977025990579,5.127194821132409e-08
444,1.0,3.0,1500.0,0.0,0.0,3.29328113948081e-08,0.0002511200251017,3.0938550760175863e-11
445,1.0,3.0,1500.0,0.0,1.0,2.9834497229146795e-08,0.0001519958047747,4.7167356574487206e-11
446,1.0,3.0,1500.0,0.0,2.0,7.158505241180668e-06,0.005833947433903,1.2807358043327397e-07
447,1.0,3.0,1500.0,0.0,3.0,4.748258451855782e-06,0.0044949767243745,3.3176587837738604e-08
448,2.0,3.0,50.0,0.1,0.0,0.004763487153621,0.0654163950879919,0.0001760274105674
449,2.0,3.0,50.0,0.1,1.0,0.0047633909948387,0.0654162928737908,0.0001760274483087
450,2.0,3.0,50.0,0.1,2.0,0.0054897738294671,0.0693833939708892,0.0001766342212618
451,2.0,3.0,50.0,0.1,3.0,0.0041995937607089,0.0645528292122698,0.0001772478433492
452,2.0,3.0,50.0,0.01,0.0,7.549548901776719e-05,0.0109385860004874,1.7005949133294765e-06
453,2.0,3.0,50.0,0.01,1.0,7.54960046108665e-05,0.0109385318297214,1.700594315805915e-06
454,2.0,3.0,50.0,0.01,2.0,5.8921189046565024e-05,0.0106398200422629,1.814215356558556e-06
455,2.0,3.0,50.0,0.01,3.0,5.536163191301848e-05,0.0106599393256233,1.7398997492051108e-06
456,2.0,3.0,50.0,0.001,0.0,9.262387919359257e-06,0.0037479857021372,2.3522034781280583e-08
457,2.0,3.0,50.0,0.001,1.0,9.263003118165503e-06,0.0037480504468771,2.3522129342480665e-08
458,2.0,3.0,50.0,0.001,2.0,2.039334595164532e-05,0.0049444565566029,1.89790179006986e-07
459,2.0,3.0,50.0,0.001,3.0,1.0463963074129422e-05,0.0038483410015935,6.09128146110806e-08
460,2.0,3.0,50.0,0.0,0.0,3.410840779128454e-06,0.001642104980464,3.210679460706245e-09
461,2.0,3.0,50.0,0.0,1.0,3.4108223706551635e-06,0.0016420901616677,3.210660530223698e-09
462,2.0,3.0,50.0,0.0,2.0,9.45754364769063e-06,0.0041142920290909,1.190682531042841e-07
463,2.0,3.0,50.0,0.0,3.0,4.655197794353753e-06,0.0032847781069021,3.71379180346019e-08
464,2.0,3.0,500.0,0.1,0.0,0.0013706218050677,0.0368815804537003,0.000155123727172
465,2.0,3.0,500.0,0.1,1.0,0.0015984272968427,0.0425425723894545,0.0001686161559118
466,2.0,3.0,500.0,0.1,2.0,0.0009677426654598,0.0326477674017051,0.0001671610863393
467,2.0,3.0,500.0,0.1,3.0,0.0013383182068274,0.0364860108752546,0.0001595469864847
468,2.0,3.0,500.0,0.01,0.0,1.4492063104261055e-05,0.0063400761865788,1.6506099552252457e-06
469,2.0,3.0,500.0,0.01,1.0,1.074990525647258e-05,0.0036582091337073,1.6522623960638174e-06
470,2.0,3.0,500.0,0.01,2.0,4.51489359585773e-05,0.0149262596117932,1.7737707401512314e-06
471,2.0,3.0,500.0,0.01,3.0,3.34345576068123e-05,0.0096589408217032,1.661747126404602e-06
472,2.0,3.0,500.0,0.001,0.0,3.758688662871247e-07,0.0006365017143687,1.6405075803668293e-08
473,2.0,3.0,500.0,0.001,1.0,7.001916936886496e-07,0.0010355175854466,1.6291464800235342e-08
474,2.0,3.0,500.0,0.001,2.0,5.476755837778503e-06,0.0046593972218006,1.7330896515389658e-07
475,2.0,3.0,500.0,0.001,3.0,3.660974621802675e-06,0.0037644204588391,4.850149985874278e-08
476,2.0,3.0,500.0,0.0,0.0,2.992998443732414e-07,0.0004100069954879,2.9771382346920496e-10
477,2.0,3.0,500.0,0.0,1.0,3.156562102693285e-07,0.000435600602005,3.0504498188199225e-10
478,2.0,3.0,500.0,0.0,2.0,5.630300534528443e-06,0.0042445441595738,1.3606635181264558e-07
479,2.0,3.0,500.0,0.0,3.0,4.594692537819881e-06,0.0042287880379537,3.1930226512678055e-08
